열차번호,4501K,4503K,4505K,4507,4509,4511,4001,4513,4003,4515,4005,4517,4007,4519,4009,4521,4011,4523K,4013,4301,4015,4525K,4017,4527K,4019,4303,4021,4529,4531K,4023,4533,4025,4535,4027,4305K,4029,4537K,4539,4031,4307K,4033,4055,4541K,4719,4543K,4035,4309K,4037,4039,4059,4547K,4041,4549K,4065,4551K,4043,4311K,4553K,4045,4555K,4047,4313K,4071,4557K,4559K,4051,4053,4075,4563K,4315K,4565K,4567K,4569K,4571,4067,4575,4577,4579K,4073,4581K,4583,4077,4587,4317K,4081,4591K,4085,4595K,4597K,4599K,4111,4601K,4093,4603K,4605K,4607K,4099,4611K,4613K,4103,4615K,4617K,4619,4623,4113,4627K,4629K,4631,4119,4635K,4637,4155,4641K,4127,4645K,4131,4647K,4649K,4651,4137,4653K,4655K,4657K,4143,4145,4173,4661K,4663K,4151,4667,4321K,4469K,4671,4159,4673K,4323K,4675K,4677K,4679,4681K,4169,4171,4685,4487K,4689K,4179,4691K,4693,4183,4327K,4495K,4697K,4699,4191,4701,4331K,4703,4705K,4195,4335K,4707K,4709K,4199,4337,4711K,4201,4713K,4715K,4339K,4207,4717K,4209,4341K,4211,4213,4343K,4215,4217,4219,4221,4223,Unnamed: 182,Unnamed: 183,Unnamed: 184
별가람,,,,,,,,,05:33:30,,,,05:54:30,,,,06:11:00,,,,06:27:00,,,,06:41:00,,,,,06:59:00,,,,,,07:19:00,,,07:29:00,,07:35:30,09:32:00,,,,07:47:00,,07:57:00,08:06:00,09:43:30,,08:13:30,,10:14:00,,08:26:00,,,08:38:00,,08:44:00,,10:45:00,,,09:08:00,09:18:00,11:15:00,,,,,,,10:24:00,,,,10:56:30,,,,,,11:48:30,,12:09:00,,,,14:45:30,,13:03:00,,,,13:41:30,,,14:01:00,,,,,14:57:00,,,,15:39:00,,,18:10:00,,16:28:00,,16:45:00,,,,,,,,,17:34:00,19:20:00,,,,,,,,18:24:00,,,,,,,19:04:00,,,,,,,,20:01:00,,,,,20:33:00,,,,,21:01:00,,,,21:31:00,,,21:47:00,,,,22:19:00,,22:39:00,,,,,23:22:00,23:41:00,24:03:30,24:17:30,24:34:30,,,
